3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01,3.00E+01
